0.4405265,-0.29381573,2
0.7792419,0.42267334,1
-0.09098852,0.67266667,1
0.22034657,0.5281887,2
-0.6815213,0.4071952,2
-0.49794602,-0.19398773,1
0.25187302,0.10815716,3
0.39031708,0.69903636,2
-0.23672771,0.39356434,1
-0.04743266,-0.22418106,4
-0.0018587112,-0.12127757,4
-0.9552928,0.995625,4
-0.24151802,-0.8689587,4
-0.86334753,0.49403214,2
0.9921911,-0.13144398,3
0.3364005,0.29305804,2
-0.9616418,-0.055271983,4
0.18421257,-0.113566995,3
-0.081745386,0.5349996,1
-0.6003436,-0.06574762,2
0.6835722,0.7545154,1
0.38626873,-0.54344976,2
-0.49147403,-0.15820038,1
-0.67594445,0.73337114,2
-0.9385539,-0.9033829,4
-0.7172165,0.5469327,2
0.9663862,0.42465818,3
0.42408633,-0.95701444,3
-0.35069752,-0.0138088465,4
-0.73582757,0.1032691,4
-0.6290773,-0.15417242,2
0.65892565,-0.87498116,1
0.12527204,-0.64231396,2
-0.051714778,-0.93089736,4
0.70587146,-0.6176084,1
-0.862954,-0.2059617,4
0.5191004,-0.68631816,1
-0.54403687,0.42365062,2
-0.4044392,-0.3067367,1
-0.21714449,0.8424792,1
-0.81380105,0.219643,2
0.6321093,-0.42748928,1
0.83239233,0.9228232,3
-0.55233705,-0.889104,2
0.90138805,0.8011366,3
0.24553621,-0.68920755,2
-0.6551552,0.32451022,2
0.01482904,-0.76764166,3
-0.5355172,0.83171415,2
0.24968207,0.90048754,3
0.38194072,0.32556856,2
-0.62094843,0.05861771,4
-0.1319251,-0.2562101,1
0.29761684,-0.06134951,3
0.3795699,0.104545474,2
-0.4276967,0.56669223,1
0.2985692,0.551496,2
-0.12141335,0.6402316,1
-0.7739856,0.21602488,2
-0.23597515,0.6480292,1
0.024734259,-0.15636957,3
0.6796731,0.919168,3
0.45847535,0.57247114,2
-0.61924994,0.59842193,2
-0.42627025,-0.7135438,1
-0.9250287,-0.7763965,4
-0.70064473,-0.81904936,2
0.17041957,0.35537148,2
0.5027784,0.07025099,1
-0.9939779,0.46587515,4
-0.6195024,0.43288732,2
-0.32078183,-0.42939568,1
-0.45464826,-0.95985293,4
0.941056,0.58517003,3
-0.4944533,-0.54210186,1
0.31384814,0.458964,2
-0.056058645,-0.12905931,4
-0.9130589,-0.70948076,4
-0.13496327,-0.9218507,4
-0.07027149,-0.9690794,4
-0.6228062,0.577193,2
0.5765505,0.35406363,1
0.7457768,0.2375598,1
-0.2843095,0.7944486,1
-0.9526149,-0.10591698,4
0.9655951,0.45929182,3
-0.0344522,-0.5694293,4
-0.9616852,0.30304503,4
0.21492016,-0.37888515,2
0.046795726,-0.9437847,3
0.016085386,-0.38190627,3
0.86413705,0.030174017,3
0.7497399,-0.11007762,3
0.7255951,0.93521094,3
0.21177006,0.39363492,2
-0.60447717,0.9664364,4
-0.88477445,-0.50094616,2
-0.49955845,0.30352855,1
-0.9815959,0.75048816,4
-0.36390376,-0.93571484,4
0.6083919,-0.047238827,3
-0.04800105,0.033224702,4
-0.8240942,-0.2987213,2
